image_id,image_path,label
9,data/real/9.jpg,0
16,data/real/16.jpg,0
17,data/real/17.jpg,0
13,data/real/13.jpg,0
6,data/real/6.jpg,0
3,data/real/3.jpg,0
7,data/real/7.jpg,0
2,data/real/2.jpg,0
20,data/real/20.jpg,0
23,data/real/23.jpg,0
11,data/fake/2938.jpg,0
18,data/real/18.jpg,0
25,data/real/25.jpg,0
28,data/real/28.jpg,0
4,data/real/4.jpg,0
15,data/real/15.jpg,0
12,data/real/12.jpg,0
33,data/real/33.jpg,0
32,data/real/32.jpg,0
8,data/real/8.jpg,0
5,data/real/5.jpg,0
27,data/real/27.jpg,0
21,data/real/21.jpg,0
30,data/real/30.jpg,0
34,data/real/34.jpg,0
22,data/real/22.jpg,0
26,data/real/26.jpg,0
24,data/real/24.jpg,0
29,data/real/29.jpg,0
40,data/real/40.jpg,0
44,data/real/44.jpg,0
38,data/real/38.jpg,0
48,data/real/48.jpg,0
47,data/real/47.jpg,0
19,data/real/19.jpg,0
46,data/real/46.jpg,0
50,data/real/50.jpg,0
36,data/real/36.jpg,0
1,data/real/1.jpg,0
52,data/real/52.jpg,0
10,data/real/10.jpg,0
42,data/real/42.jpg,0
54,data/real/54.jpg,0
49,data/real/49.jpg,0
60,data/real/60.jpg,0
55,data/real/55.jpg,0
53,data/real/53.jpg,0
37,data/real/37.jpg,0
63,data/real/63.jpg,0
58,data/real/58.jpg,0
43,data/real/43.jpg,0
62,data/real/62.jpg,0
41,data/real/41.jpg,0
56,data/real/56.jpg,0
45,data/real/45.jpg,0
69,data/real/69.jpg,0
39,data/real/39.jpg,0
51,data/real/51.jpg,0
70,data/real/70.jpg,0
74,data/real/74.jpg,0
65,data/real/65.jpg,0
76,data/real/76.jpg,0
71,data/real/71.jpg,0
14,data/real/14.jpg,0
66,data/real/66.jpg,0
78,data/real/78.jpg,0
82,data/real/82.jpg,0
64,data/real/64.jpg,0
61,data/real/61.jpg,0
59,data/real/59.jpg,0
79,data/real/79.jpg,0
81,data/real/81.jpg,0
31,data/real/31.jpg,0
67,data/real/67.jpg,0
85,data/real/85.jpg,0
35,data/real/35.jpg,0
90,data/real/90.jpg,0
92,data/real/92.jpg,0
84,data/real/84.jpg,0
83,data/real/83.jpg,0
94,data/real/94.jpg,0
77,data/real/77.jpg,0
96,data/real/96.jpg,0
75,data/real/75.jpg,0
99,data/real/99.jpg,0
93,data/real/93.jpg,0
98,data/real/98.jpg,0
95,data/real/95.jpg,0
57,data/real/57.jpg,0
105,data/real/105.jpg,0
101,data/real/101.jpg,0
68,data/real/68.jpg,0
86,data/real/86.jpg,0
102,data/real/102.jpg,0
108,data/real/108.jpg,0
80,data/real/80.jpg,0
87,data/real/87.jpg,0
110,data/real/110.jpg,0
73,data/real/73.jpg,0
113,data/real/113.jpg,0
111,data/real/111.jpg,0
89,data/real/89.jpg,0
106,data/real/106.jpg,0
119,data/real/119.jpg,0
104,data/real/104.jpg,0
112,data/real/112.jpg,0
120,data/real/120.jpg,0
121,data/real/121.jpg,0
115,data/real/115.jpg,0
116,data/real/116.jpg,0
100,data/real/100.jpg,0
124,data/real/124.jpg,0
117,data/real/117.jpg,0
109,data/real/109.jpg,0
128,data/real/128.jpg,0
127,data/real/127.jpg,0
118,data/real/118.jpg,0
126,data/real/126.jpg,0
134,data/real/134.jpg,0
88,data/real/88.jpg,0
91,data/real/91.jpg,0
125,data/real/125.jpg,0
123,data/real/123.jpg,0
114,data/real/114.jpg,0
133,data/real/133.jpg,0
103,data/real/103.jpg,0
135,data/real/135.jpg,0
97,data/real/97.jpg,0
130,data/real/130.jpg,0
122,data/real/122.jpg,0
139,data/real/139.jpg,0
145,data/real/145.jpg,0
143,data/real/143.jpg,0
141,data/real/141.jpg,0
147,data/real/147.jpg,0
140,data/real/140.jpg,0
136,data/real/136.jpg,0
144,data/real/144.jpg,0
137,data/real/137.jpg,0
131,data/real/131.jpg,0
129,data/real/129.jpg,0
148,data/real/148.jpg,0
149,data/real/149.jpg,0
146,data/real/146.jpg,0
150,data/real/150.jpg,0
138,data/real/138.jpg,0
107,data/real/107.jpg,0
156,data/real/156.jpg,0
158,data/real/158.jpg,0
155,data/real/155.jpg,0
160,data/real/160.jpg,0
153,data/real/153.jpg,0
142,data/real/142.jpg,0
154,data/real/154.jpg,0
164,data/real/164.jpg,0
166,data/real/166.jpg,0
151,data/real/151.jpg,0
152,data/real/152.jpg,0
132,data/real/132.jpg,0
167,data/real/167.jpg,0
172,data/real/172.jpg,0
177,data/real/177.jpg,0
178,data/real/178.jpg,0
179,data/real/179.jpg,0
176,data/real/176.jpg,0
175,data/real/175.jpg,0
163,data/real/163.jpg,0
157,data/real/157.jpg,0
183,data/real/183.jpg,0
169,data/real/169.jpg,0
182,data/real/182.jpg,0
170,data/real/170.jpg,0
159,data/real/159.jpg,0
168,data/real/168.jpg,0
184,data/real/184.jpg,0
165,data/real/165.jpg,0
187,data/real/187.jpg,0
185,data/real/185.jpg,0
192,data/real/192.jpg,0
161,data/real/161.jpg,0
173,data/real/173.jpg,0
171,data/real/171.jpg,0
181,data/real/181.jpg,0
190,data/real/190.jpg,0
174,data/real/174.jpg,0
200,data/real/200.jpg,0
191,data/real/191.jpg,0
188,data/real/188.jpg,0
196,data/real/196.jpg,0
193,data/real/193.jpg,0
205,data/real/205.jpg,0
198,data/real/198.jpg,0
180,data/real/180.jpg,0
206,data/real/206.jpg,0
207,data/real/207.jpg,0
189,data/real/189.jpg,0
202,data/real/202.jpg,0
209,data/real/209.jpg,0
199,data/real/199.jpg,0
197,data/real/197.jpg,0
210,data/real/210.jpg,0
162,data/real/162.jpg,0
204,data/real/204.jpg,0
217,data/real/217.jpg,0
218,data/real/218.jpg,0
220,data/real/220.jpg,0
203,data/real/203.jpg,0
72,data/real/72.jpg,0
212,data/real/212.jpg,0
213,data/real/213.jpg,0
186,data/real/186.jpg,0
208,data/real/208.jpg,0
216,data/real/216.jpg,0
211,data/real/211.jpg,0
230,data/real/230.jpg,0
194,data/real/194.jpg,0
227,data/real/227.jpg,0
215,data/real/215.jpg,0
201,data/real/201.jpg,0
214,data/real/214.jpg,0
223,data/real/223.jpg,0
234,data/real/234.jpg,0
224,data/real/224.jpg,0
225,data/real/225.jpg,0
238,data/real/238.jpg,0
231,data/real/231.jpg,0
239,data/real/239.jpg,0
241,data/real/241.jpg,0
229,data/real/229.jpg,0
244,data/real/244.jpg,0
