image_id,image_path,label
00011,data\external\real\00011.jpg,0
00042,data\external\real\00042.jpg,0
00073,data\external\real\00073.jpg,0
00092,data\external\real\00092.jpg,0
00202,data\external\real\00202.jpg,0
00328,data\external\real\00328.jpg,0
00371,data\external\real\00371.jpg,0
00407,data\external\real\00407.jpg,0
00461,data\external\real\00461.jpg,0
00472,data\external\real\00472.jpg,0
00473,data\external\real\00473.jpg,0
00482,data\external\real\00482.jpg,0
00488,data\external\real\00488.jpg,0
00489,data\external\real\00489.jpg,0
00495,data\external\real\00495.jpg,0
00500,data\external\real\00500.jpg,0
00503,data\external\real\00503.jpg,0
00504,data\external\real\00504.jpg,0
00513,data\external\real\00513.jpg,0
00516,data\external\real\00516.jpg,0
00518,data\external\real\00518.jpg,0
00519,data\external\real\00519.jpg,0
00535,data\external\real\00535.jpg,0
00538,data\external\real\00538.jpg,0
00539,data\external\real\00539.jpg,0
00549,data\external\real\00549.jpg,0
00584,data\external\real\00584.jpg,0
00587,data\external\real\00587.jpg,0
00588,data\external\real\00588.jpg,0
00591,data\external\real\00591.jpg,0
00596,data\external\real\00596.jpg,0
00622,data\external\real\00622.jpg,0
00650,data\external\real\00650.jpg,0
00654,data\external\real\00654.jpg,0
00655,data\external\real\00655.jpg,0
00690,data\external\real\00690.jpg,0
00693,data\external\real\00693.jpg,0
00700,data\external\real\00700.jpg,0
00712,data\external\real\00712.jpg,0
00717,data\external\real\00717.jpg,0
00725,data\external\real\00725.jpg,0
00728,data\external\real\00728.jpg,0
00738,data\external\real\00738.jpg,0
00766,data\external\real\00766.jpg,0
00810,data\external\real\00810.jpg,0
00811,data\external\real\00811.jpg,0
00828,data\external\real\00828.jpg,0
00972,data\external\real\00972.jpg,0
01094,data\external\real\01094.jpg,0
01106,data\external\real\01106.jpg,0
01138,data\external\real\01138.jpg,0
01236,data\external\real\01236.jpg,0
01393,data\external\real\01393.jpg,0
01477,data\external\real\01477.jpg,0
01480,data\external\real\01480.jpg,0
01481,data\external\real\01481.jpg,0
01515,data\external\real\01515.jpg,0
01586,data\external\real\01586.jpg,0
01609,data\external\real\01609.jpg,0
01689,data\external\real\01689.jpg,0
01691,data\external\real\01691.jpg,0
01743,data\external\real\01743.jpg,0
01792,data\external\real\01792.jpg,0
01813,data\external\real\01813.jpg,0
01836,data\external\real\01836.jpg,0
01969,data\external\real\01969.jpg,0
01994,data\external\real\01994.jpg,0
02004,data\external\real\02004.jpg,0
02098,data\external\real\02098.jpg,0
02187,data\external\real\02187.jpg,0
02243,data\external\real\02243.jpg,0
02414,data\external\real\02414.jpg,0
02446,data\external\real\02446.jpg,0
02449,data\external\real\02449.jpg,0
02499,data\external\real\02499.jpg,0
02509,data\external\real\02509.jpg,0
02535,data\external\real\02535.jpg,0
02536,data\external\real\02536.jpg,0
02578,data\external\real\02578.jpg,0
02596,data\external\real\02596.jpg,0
02620,data\external\real\02620.jpg,0
02711,data\external\real\02711.jpg,0
02782,data\external\real\02782.jpg,0
02798,data\external\real\02798.jpg,0
02883,data\external\real\02883.jpg,0
02930,data\external\real\02930.jpg,0
02952,data\external\real\02952.jpg,0
02972,data\external\real\02972.jpg,0
03006,data\external\real\03006.jpg,0
03016,data\external\real\03016.jpg,0
03064,data\external\real\03064.jpg,0
03095,data\external\real\03095.jpg,0
03104,data\external\real\03104.jpg,0
03151,data\external\real\03151.jpg,0
03165,data\external\real\03165.jpg,0
03179,data\external\real\03179.jpg,0
03280,data\external\real\03280.jpg,0
03292,data\external\real\03292.jpg,0
03385,data\external\real\03385.jpg,0
03405,data\external\real\03405.jpg,0
03471,data\external\real\03471.jpg,0
03576,data\external\real\03576.jpg,0
03632,data\external\real\03632.jpg,0
03639,data\external\real\03639.jpg,0
03695,data\external\real\03695.jpg,0
03718,data\external\real\03718.jpg,0
03723,data\external\real\03723.jpg,0
03804,data\external\real\03804.jpg,0
03837,data\external\real\03837.jpg,0
03869,data\external\real\03869.jpg,0
03885,data\external\real\03885.jpg,0
03931,data\external\real\03931.jpg,0
04049,data\external\real\04049.jpg,0
04091,data\external\real\04091.jpg,0
04093,data\external\real\04093.jpg,0
04157,data\external\real\04157.jpg,0
04188,data\external\real\04188.jpg,0
04266,data\external\real\04266.jpg,0
04337,data\external\real\04337.jpg,0
04386,data\external\real\04386.jpg,0
04497,data\external\real\04497.jpg,0
04500,data\external\real\04500.jpg,0
04530,data\external\real\04530.jpg,0
04562,data\external\real\04562.jpg,0
04612,data\external\real\04612.jpg,0
04616,data\external\real\04616.jpg,0
04622,data\external\real\04622.jpg,0
04631,data\external\real\04631.jpg,0
04634,data\external\real\04634.jpg,0
04715,data\external\real\04715.jpg,0
04783,data\external\real\04783.jpg,0
04788,data\external\real\04788.jpg,0
04917,data\external\real\04917.jpg,0
05022,data\external\real\05022.jpg,0
05085,data\external\real\05085.jpg,0
05103,data\external\real\05103.jpg,0
05170,data\external\real\05170.jpg,0
